Source,Destination,Distance,Fuel Consumption,Cost
AUS,MKE,1623,8430.19,31710.72
PIT,MCI,1234,5649.1,21139.99
PBI,ABQ,3258,16139.01,62310.43
ORD,ALB,2032,10293.59,42324.65
OGG,CHS,3355,17371.53,71916.89
RSW,SMF,2226,11525.45,45942.73
IAD,ONT,3073,16813.77,63831.94
BUF,PSP,604,2983.03,10941.6
ORF,IAD,3162,16333.44,62741.01
STL,JAX,1530,7406.22,29508.12
BUF,FLL,2819,13335.43,54047.3
DTW,SDF,1399,7460.06,30683.77
BUR,MCO,362,1650.73,6428.77
MDW,PIT,960,4731.95,19583.87
ALB,TUL,3186,15753.74,66017.91
MSY,MCI,3072,14912.97,59101.51
OGG,ATL,877,4789.72,20055.52
DCA,STL,2945,14895.67,55193.97
ROC,PHX,3270,17623.52,68282.59
IAD,OAK,3240,16362.4,65197.04
BUR,FLL,1749,8687.46,37389.3
BOS,SJC,1068,5773.88,22697.04
GSO,ROC,415,1895.52,6929.89
AUS,PIT,2846,12912.58,47580.66
OMA,IAH,2409,11154.97,47268.35
CHS,STL,804,3863.12,15707.8
SJU,ONT,1473,6648.24,27557.97
MCI,PIT,2220,11481.04,45249.92
HOU,FLL,1346,6554.49,24052.02
OMA,PBI,3236,15887.28,66348.35
PSP,RIC,1102,5685.55,25014.23
DAL,DFW,1757,9612.07,40093.06
GSO,SAT,1755,8901.35,35832.13
PSP,ORF,1739,9294.36,38427.96
BOS,SEA,3367,15163.34,64826.63
LIH,SAT,1427,6812.05,25131.13
ABQ,SNA,1842,8691.03,33586.08
FLL,TPA,2620,14039.47,57016.23
FLL,SEA,774,3753.75,13805.22
MHT,ONT,2899,15663.39,64374.2
DCA,PHX,3232,14659.75,58901.89
ORD,SJU,3451,17543.28,71807.39
BNA,MKE,1491,7601.37,29635.48
FLL,BOI,1322,6661.52,26069.38
EWR,MHT,2970,13922.37,55430.93
ANC,MKE,3017,14586.59,63320.89
MSP,PHL,1476,7059.06,26902.89
LGA,ATL,2937,15478.45,57914.95
SFO,DFW,2285,11892.04,46423.24
ORD,RSW,1684,8774.57,33387.76
AUS,MSY,576,2901.86,11978.16
HOU,PHX,2047,9437.45,40619.34
PBI,MIA,2301,11045.31,46666.22
SLC,BDL,2795,12587.2,47436.54
EWR,ELP,1985,9256.6,33923.88
MIA,TUS,817,4042.33,16647.65
MCO,PHL,2654,12381.12,52511.02
ONT,PBI,1307,5975.78,23311.06
STL,RNO,1374,6687.18,24434.42
CHS,MKE,2491,12985.71,54426.88
RNO,CLE,1617,7864.79,29871.97
BNA,TUL,2422,12703.12,50457.06
MDW,OGG,1041,4771.26,19592.39
PSP,DTW,3077,16229.3,71085.34
SDF,PVD,1616,8886.73,32608.86
PDX,DCA,374,1819.52,7289.82
SLC,PHX,782,4097.13,15782.36
ALB,PHX,424,2116.11,8566.18
RDU,SDF,306,1605.56,6401.67
MCI,TUS,1046,4858.6,17870.79
BDL,OGG,1298,5984.5,21657.59
OAK,JFK,624,3225.48,13457.37
BOS,PBI,3121,16430.31,69363.61
IAH,TUS,843,4518.87,19224.15
MKE,SEA,1284,6936.21,29317.11
IAH,GRR,1944,9020.59,32931.84
MDW,LIH,1208,5742.19,21013.14
TUS,BNA,589,2669.07,9971.68
SEA,MHT,452,2256.41,9842.17
MHT,ABQ,1351,6573.25,27407.3
LIH,BUF,1714,8533.8,32618.62
SAN,MDW,1695,8963.85,33216.77
MDW,CLT,775,3818.23,16564.55
DCA,IAD,1221,6382.59,27497.13
SAN,OGG,2173,10082.28,40193.01
CLT,CVG,799,4382.78,17890.9
SJC,AUS,488,2533.7,11135.09
OMA,OGG,1611,8475.05,31932.75
EWR,PVD,1515,6890.75,29136.79
ROC,BWI,1105,5007.29,19830.89
ORF,SMF,1559,7233.63,31819.51
PHL,JFK,1586,8077.78,32726.85
SJU,DEN,2973,14094.35,53118.89
ORF,DEN,2326,12580.33,51917.36
DTW,BWI,2917,13684.38,49493.57
PHL,DAL,3405,18706.24,81441.37
SLC,RNO,2236,10584.75,46479.23
FLL,ONT,1555,8437.62,36188.3
BDL,CVG,373,2050.61,8804.94
IAH,DSM,3299,17383.4,75007.21
STL,ORF,647,3221.11,12832.45
CVG,ATL,740,4022.89,17244.16
MCO,RIC,2178,11701.24,49905.62
SYR,MCO,2013,10944.92,39816.58
HOU,ALB,3333,18189.52,73451.66
RSW,TUL,1103,5879.3,21513.86
PHL,DFW,1279,6046.12,25969.44
TPA,CVG,3405,18092.34,75023.45
EWR,OKC,2085,10368.99,38134.1
ORF,SDF,2212,11859.83,48738.9
SJC,ELP,1778,8538.02,34580.25
RNO,TPA,1117,6038.28,23759.0
PSP,PIT,409,2235.55,9031.29
MSY,MHT,3057,13907.72,57010.33
OAK,DFW,3298,17135.17,74860.3
RNO,ANC,2888,14954.51,60226.09
PIT,OGG,2325,12046.43,47015.11
AUS,CVG,2823,13887.97,60516.14
ALB,MKE,2027,9343.47,40552.67
FLL,RDU,3239,17186.87,70968.0
DCA,DAL,782,3702.92,13664.78
MHT,BOI,1990,10060.11,41223.17
DFW,MSP,1966,10102.16,39472.15
SLC,ORF,1463,7153.11,30020.15
SEA,PIT,1211,5449.86,23386.7
MIA,PVD,745,3496.43,13643.63
DTW,BDL,2443,12675.58,47640.54
BOS,LGA,1231,6551.69,26520.39
JFK,MSP,2413,10953.25,46994.18
OGG,ATL,3308,14925.9,54659.31
RSW,BWI,1009,5300.77,23069.51
DFW,ALB,2607,13398.75,52125.46
SLC,HNL,1505,7692.81,28558.87
RSW,PHX,1808,8995.86,32604.13
FLL,ONT,1566,7467.28,31424.1
IND,SNA,2963,14008.0,57197.74
GRR,DEN,1635,7758.28,33839.57
PIT,BDL,527,2888.04,11548.71
SEA,DFW,1530,6968.47,28328.04
BUF,FLL,1915,9195.04,33218.72
SJC,BWI,2553,14037.43,54065.08
MSP,MHT,3402,15773.34,62090.06
BWI,ELP,3450,18517.96,81004.62
PDX,LAX,1212,5526.02,23042.98
OKC,SYR,1652,7949.16,29382.92
LGA,DTW,3155,15785.45,67691.4
ATL,OGG,2495,11361.13,43000.84
MSY,STL,2494,13654.01,59858.65
TUL,SAN,1581,8169.64,33409.35
DFW,PDX,3173,14901.27,61604.59
OKC,HOU,1846,9468.65,34330.64
SYR,IAD,3160,16770.48,61134.69
ATL,HNL,843,4134.11,17399.94
GRR,RDU,3236,15447.98,67267.87
MHT,DCA,1387,7293.1,27328.05
LAX,MCO,2620,12083.23,47875.63
BOS,SNA,2741,13215.04,50734.79
TPA,OAK,2951,15214.09,64541.12
PHX,BNA,844,3969.29,14755.37
ANC,ELP,1144,5753.89,23682.96
DTW,RNO,1069,5589.21,21124.88
DEN,MHT,421,2135.64,8335.84
SJU,ROC,476,2602.33,11266.95
OGG,MSP,1473,7907.73,32690.43
DEN,GSO,521,2562.85,10383.28
PBI,SAN,1901,10362.97,43021.63
ANC,LIH,3469,17933.68,71325.04
SDF,DCA,589,3067.69,13306.96
BUR,ORD,2870,13551.05,56943.51
TUL,BNA,2815,13131.26,56856.61
JAX,MCI,3243,15925.54,58759.37
CVG,GRR,3419,17903.2,69182.05
BOS,ABQ,2167,10531.88,45133.49
TUL,LGA,936,4958.15,18029.48
MCO,DSM,1422,7427.5,31530.04
SAN,ORF,3364,17395.63,72364.23
TUS,SDF,935,5136.79,19800.62
ANC,ORF,3044,14382.84,53014.62
ANC,JFK,1705,9329.31,37588.66
MHT,MSY,1793,9480.74,34293.22
MIA,PSP,914,4211.64,18489.99
CLT,DSM,2667,13529.53,58818.09
IAH,MCO,2927,15193.57,60980.06
MDW,MCI,1322,7002.14,29651.12
MHT,ONT,3004,15844.89,60251.06
SEA,BNA,3175,14523.95,61498.66
PHL,SLC,3267,15139.3,58963.6
LAX,TUS,2481,12425.78,48365.42
SEA,FLL,2496,11883.89,49033.55
ORF,ONT,350,1576.62,5743.7
ELP,BOI,836,4216.08,17932.2
PSP,EWR,1442,7111.08,30903.2
DSM,DEN,2699,12375.84,49264.06
IAD,ALB,1645,7683.8,32824.07
SNA,FLL,2558,13264.1,49442.84
ALB,LAX,1785,9089.83,34087.65
BUF,EWR,3430,17396.43,70025.54
TUL,MSP,1305,6631.77,27339.39
LAS,OGG,1330,7068.31,30233.52
SMF,DEN,1046,5470.25,23448.79
OKC,MCI,2919,15819.54,67564.3
IAH,SYR,2928,13213.98,47653.31
MHT,TPA,3086,14561.47,62874.73
IAD,ORD,3462,18653.76,74652.15
PSP,RIC,988,5237.72,21090.82
OKC,RNO,2178,10252.26,39645.15
RIC,MSP,2169,9827.06,36596.59
AUS,MSP,1498,7208.71,29381.81
DAL,CLT,838,3947.36,17141.51
ORD,OAK,3134,16486.78,64747.67
SYR,IND,2120,9543.74,35396.12
DTW,PVD,1967,10463.72,40061.52
SAT,AUS,1724,7985.69,34344.78
BDL,SMF,3103,14590.65,54266.23
SAT,AUS,2888,15065.78,55184.56
PHX,BUR,595,2961.27,11566.35
CLT,SYR,2406,12620.92,55064.5
STL,SJU,839,3819.94,16404.85
DEN,DAL,3028,14334.51,59889.92
PDX,PVD,2238,11893.87,42841.8
JFK,BOS,2129,11097.33,43771.15
LAX,PBI,1871,8626.23,35269.33
BOS,JAX,1132,5975.26,24015.64
PSP,SEA,1468,7198.86,28252.76
CLT,CHS,948,4859.03,20787.4
CHS,MSY,1142,5508.85,23261.89
ONT,MDW,1144,5469.65,20655.7
SNA,PHL,454,2261.28,9130.18
LGA,BOI,2545,11711.49,47332.49
PVD,BDL,2184,11113.43,47836.32
MKE,GSO,2227,12222.62,51390.26
OAK,PSP,2886,13819.27,52477.5
STL,TUL,2105,10574.29,43369.3
IND,TUL,1836,9027.51,36863.01
LIH,SNA,910,4278.95,18282.29
MIA,SMF,2313,12018.05,49582.89
DAL,RSW,1156,5913.48,24120.5
ONT,OGG,2317,10647.76,38639.71
DEN,OAK,3340,17734.26,70804.41
GSO,PHX,2931,15218.0,63478.38
MIA,DSM,341,1779.77,7584.07
PSP,LAX,2838,14922.28,56977.8
RDU,SDF,1790,9195.28,36313.54
CHS,TUS,548,2678.2,11360.47
DAL,ORF,1727,7955.33,34506.54
SJC,BWI,3302,17319.64,66449.27
STL,ALB,2936,16134.64,64849.71
ELP,SEA,1605,8042.21,29761.22
DCA,RDU,2592,12547.46,50609.89
ALB,RIC,3364,18057.77,78842.67
IAH,BDL,1393,7255.33,30481.47
OAK,SEA,2539,12173.23,50868.48
STL,DFW,3001,15115.71,60861.13
PDX,IND,1828,8556.48,36095.78
PIT,MCO,2779,14298.23,52975.3
IND,MSP,3400,17217.45,74566.21
DEN,DAL,2440,13391.27,50763.89
CLE,GSO,2937,14154.23,58055.84
IND,GRR,1183,5999.14,21708.9
BUR,ORD,3445,15730.19,68779.08
LAX,AUS,1987,9683.32,40724.03
STL,SJU,1596,7809.03,31526.74
BUF,MCI,1642,8707.7,34302.41
DCA,ALB,3379,15579.04,57132.02
OMA,MSP,1710,9233.39,40596.63
ORF,TUS,1435,6726.87,24697.94
PHX,EWR,3373,17826.57,68140.3
OKC,IAD,1467,6698.66,26237.22
MCI,DAL,1477,7432.59,26950.62
MHT,IND,2180,10296.75,42015.02
MSP,ANC,2650,12296.05,45128.93
MDW,SAT,486,2525.29,9737.44
ALB,ATL,2767,12642.5,52858.9
CLE,MSP,2397,11200.89,43048.43
PIT,DAL,2982,13629.13,49120.03
RNO,SEA,1631,7565.21,31840.1
LIH,DFW,802,4023.58,15609.44
PBI,PDX,3265,15103.87,58697.74
MKE,SDF,395,1777.94,7279.02
PVD,BOS,1778,8382.86,36235.65
DEN,ROC,599,3037.26,12183.57
SAN,OAK,2678,13306.57,49724.08
MSP,MCO,1401,6400.89,26118.79
PVD,CLE,1104,5624.28,23894.85
MSP,CHS,2990,13954.32,53322.93
SYR,TUL,464,2219.51,9494.27
SFO,DCA,1715,8037.54,34319.32
ALB,ORD,385,1840.13,7686.81
TUS,CVG,2907,15359.36,55915.31
BOS,SJU,2323,10781.65,39729.61
TUS,BUF,1982,9091.07,37474.11
CLT,BNA,886,4222.0,15703.46
TUL,SJU,2831,14219.22,52725.07
DAL,ROC,602,3137.89,12356.99
EWR,GSO,2520,12373.75,46246.36
FLL,RNO,3087,14421.33,61476.56
IAH,DTW,1311,6772.36,28498.09
SAN,RIC,1365,6294.18,25479.65
MDW,SJC,908,4134.68,15251.72
IAD,DEN,2922,13483.14,52974.12
CHS,DFW,897,4846.62,19444.67
TUL,FLL,2050,10476.59,44309.33
ORD,BUR,2266,12212.66,50297.75
SEA,PHL,2738,12682.09,54908.26
AUS,SNA,776,4072.87,17298.54
ATL,SMF,2270,11464.79,49465.81
RIC,MIA,3180,16398.58,68838.98
ATL,STL,2990,14051.79,55561.45
FLL,LAS,3414,17693.29,66329.5
AUS,ORD,2748,12773.13,47165.49
MSY,TUS,3242,16809.05,73264.96
ELP,MIA,2499,11489.21,48738.23
EWR,FLL,3215,16028.72,58614.91
GRR,OMA,1291,6329.14,25389.24
MKE,SAT,3315,15940.38,61416.85
MSP,MHT,1014,4645.15,19928.76
DSM,ORD,1173,5382.53,23191.46
MSY,TUS,538,2823.97,10520.01
SFO,SNA,1133,5275.87,21754.89
ANC,ELP,1852,8837.85,33987.89
AUS,OAK,329,1718.28,6799.45
IAH,PDX,3411,17027.04,71719.04
ORD,SEA,2199,10872.2,47366.91
IND,MIA,3292,15502.78,67129.28
ANC,GSO,2539,11536.21,44570.97
ATL,TUL,496,2267.06,9729.52
BUR,MKE,931,4812.17,19108.14
OMA,DAL,2261,11167.81,41351.05
BUR,PIT,794,4366.33,18794.81
ALB,CLE,981,4746.08,17138.37
ALB,DCA,2401,11536.8,49259.35
ATL,CLT,2868,14582.26,56577.87
HNL,AUS,1565,7721.87,33039.92
SEA,MCI,2702,12218.2,53758.88
ALB,BNA,3348,17531.55,63960.67
HOU,LAX,1523,7795.96,28641.68
SDF,OMA,1995,10407.22,44772.42
IAD,ABQ,2620,13749.44,58315.41
MSP,ONT,1009,4678.08,19288.62
DCA,PDX,2945,15073.79,56291.57
LAX,FLL,3138,16619.55,68510.0
PVD,IND,1063,4803.15,20584.98
CLT,SAN,2837,15365.14,66176.72
BOI,HOU,537,2901.27,12345.89
LAX,TUS,3087,14571.71,62090.0
DAL,MCI,2039,10007.22,41004.77
LAS,BOS,1782,8391.27,35835.85
DFW,SNA,3384,17013.93,67311.76
RNO,BOI,606,3329.12,13365.26
SDF,OMA,2506,11999.27,52180.97
SAT,PBI,690,3164.21,13427.65
OAK,ALB,460,2325.63,9710.85
TPA,DCA,3365,15229.3,58967.56
MHT,PIT,1135,5377.13,21648.76
BUF,ALB,1073,5507.75,22812.87
PDX,MSP,3059,15150.12,56220.39
BOS,LAS,2760,15150.51,57067.11
OAK,GRR,1552,7054.61,29614.1
ABQ,IAD,2377,10938.88,46939.34
IND,STL,3185,15694.45,67922.34
IAH,BUR,2682,12182.16,46957.93
PSP,PIT,864,4692.77,18679.42
BOS,GRR,2937,16122.83,65321.28
PSP,DEN,1658,7463.6,30350.01
ALB,MHT,2438,11572.79,42842.02
LGA,MCI,1009,4876.82,17799.14
OMA,PHX,2349,10782.07,43044.45
SEA,CHS,3270,17956.55,74449.85
MHT,SAN,2667,12621.98,46716.33
EWR,MKE,2531,12588.64,54688.97
DAL,CLE,1632,8744.27,37574.93
ONT,CHS,1045,5317.68,19853.01
IND,JAX,1534,8069.15,31110.83
FLL,PVD,511,2371.91,8764.06
ABQ,MSP,1990,9931.87,37672.46
SAN,PBI,1603,7277.78,27263.97
TUL,TPA,573,2935.0,11434.39
TPA,ABQ,1658,8011.0,31290.78
EWR,DTW,818,4462.11,16298.8
DAL,FLL,3219,14943.07,63929.4
PIT,ATL,3380,18095.77,73730.54
ONT,ELP,1707,7849.78,32486.36
PIT,DSM,1374,6958.41,27645.34
HNL,PVD,2422,11759.53,43647.6
OMA,DSM,1339,6104.97,22673.64
BOS,SAT,506,2609.67,10495.38
RNO,IND,1765,8650.35,36083.21
OGG,BUR,3483,17436.37,63572.13
MSY,LGA,3407,17875.97,74958.81
LGA,DTW,313,1639.39,5921.36
ABQ,ORF,1588,7683.42,29609.21
PVD,MSP,1296,6224.76,25559.53
CHS,SFO,775,3874.66,14437.63
DCA,BUF,664,3433.31,12594.85
DSM,HNL,2861,14100.67,52575.75
ATL,GRR,2045,10409.64,42408.23
SMF,TUS,1553,7552.06,30259.78
JFK,BWI,2548,12248.89,50784.18
SAN,GSO,3051,15879.47,57735.04
MSP,JFK,1040,5402.77,19698.67
BNA,STL,3089,16981.64,68683.66
OMA,ROC,2220,10279.14,38334.19
SFO,AUS,2912,16009.98,67696.43
IAD,SYR,3452,17277.75,66036.77
IAH,RSW,486,2491.38,10695.83
EWR,LIH,2851,13339.62,57255.01
MSP,CLT,1309,6799.81,27362.62
STL,TPA,2599,11729.15,46912.74
IAH,RSW,2397,11997.8,43904.46
OAK,RSW,3383,16375.17,60555.75
JFK,BNA,1070,5636.66,24775.65
SLC,GSO,2928,13766.63,54830.65
LAX,LIH,3388,16802.15,63277.31
IND,PVD,1965,9729.53,42114.97
IAD,GRR,1928,9542.51,35509.86
CLE,BUF,1449,7542.68,29879.51
ONT,GSO,2726,14889.99,56500.89
TPA,MCI,2057,10237.36,43885.11
SLC,SAN,3166,15360.68,55707.6
SFO,MHT,3082,15173.26,62688.75
ABQ,PSP,3401,18434.63,74818.07
RIC,JFK,1821,9479.4,35605.76
DEN,JAX,2835,13670.49,52549.14
MKE,ROC,954,4614.59,19047.85
EWR,BOS,2685,12784.87,47855.71
BUR,BDL,758,3599.08,14726.24
CLT,ORF,3184,16167.96,64040.86
PIT,IND,1566,8044.52,30285.1
BWI,ONT,3297,15182.46,59509.64
JFK,ATL,1540,7034.99,28910.05
CVG,BOS,2203,11339.19,46886.6
SNA,IAD,2628,12061.4,43436.13
ONT,PHL,1756,9638.4,35691.62
DSM,SDF,3463,18741.83,70483.45
RSW,PHX,2886,13799.44,56678.84
SYR,AUS,598,2932.03,10868.49
RDU,SFO,804,4159.58,17881.44
PBI,LIH,3192,17053.63,67577.42
BNA,HNL,2074,10450.55,41310.27
TUS,EWR,2002,9516.89,36984.41
ANC,MCO,1999,9962.84,39702.86
DAL,ABQ,2985,15967.56,66834.22
MHT,RSW,1312,6227.73,27138.49
BOI,MSP,1887,9201.49,37319.59
SAN,MCO,713,3825.7,14921.28
IND,OGG,1526,8352.54,30935.84
FLL,PDX,1401,7341.08,30890.86
ATL,HOU,993,4780.14,20246.91
DAL,SMF,2973,16116.72,67221.27
AUS,FLL,3460,17220.95,69387.6
BUR,LAS,1247,5764.87,23833.75
OMA,FLL,1166,6395.21,26104.61
MSY,OKC,383,1823.27,6874.73
PHX,SMF,701,3765.7,14189.1
BNA,DSM,772,4072.39,15512.21
BOS,HOU,986,5338.3,22484.9
BOI,IAH,1896,9051.98,39374.25
MSY,JAX,894,4889.81,18230.68
ROC,ANC,1460,7604.69,32561.19
DEN,OKC,3145,17023.85,73735.85
CLE,DFW,2014,10264.27,42620.39
DSM,CLT,572,2790.54,12247.74
SMF,PIT,3002,14627.5,55116.16
HNL,TUS,3129,15439.9,58859.31
OGG,JFK,610,3300.71,14159.23
MCO,HNL,1761,8081.08,35497.57
MCI,CLE,2300,10395.54,37823.06
PDX,MHT,3185,14990.22,55539.08
SMF,DCA,1755,9403.69,39251.24
DTW,LIH,3051,15721.59,63402.84
STL,PHX,2216,11656.48,47290.92
HNL,RDU,1511,8282.74,31710.89
RIC,DTW,2794,13084.63,50383.1
PHX,SYR,3417,16791.48,66714.02
HOU,ANC,3157,15848.48,67701.65
PHX,SMF,338,1655.19,6777.35
CHS,BOI,2479,12459.74,48865.4
TPA,OAK,1607,8273.36,31461.51
RDU,HOU,401,1853.77,7194.95
JAX,ALB,750,3893.67,17017.03
PVD,ABQ,1020,5032.06,21790.67
MIA,JFK,2858,14607.32,63920.0
FLL,IAH,594,3067.82,13486.44
ANC,MCI,2130,9941.99,36235.06
OMA,SNA,2540,13963.56,60294.84
PIT,CLE,2944,14738.59,58329.01
LAS,RIC,1985,10648.77,46634.96
MDW,ORD,537,2529.54,10098.78
LIH,SMF,2295,11962.7,46667.48
MCI,MCO,583,2966.05,12776.07
TPA,DFW,2548,12940.18,55085.0
SMF,ORF,2888,15843.93,59632.0
BOI,CHS,1009,5359.58,20960.33
TUL,CHS,869,4176.01,18017.91
ONT,ANC,386,1974.91,7227.01
MCI,MSP,512,2735.24,11824.05
ROC,MHT,1781,8982.22,33286.39
OGG,RIC,2664,13869.61,60810.24
HOU,BUF,1453,7971.34,28901.79
IAD,CHS,2008,10413.58,38623.47
SDF,RIC,2749,14838.14,58155.47
CLE,SYR,3041,14087.92,53813.45
BOI,LIH,2466,11378.58,46165.27
MCI,MIA,2967,14486.56,57652.0
SNA,CHS,1079,5477.39,21798.83
BUF,DFW,953,4735.0,18983.25
BOI,DFW,599,2858.79,12396.41
EWR,AUS,443,2325.2,9519.18
ATL,PVD,1248,5695.06,24410.96
SNA,MIA,486,2606.4,10289.46
FLL,SJC,2085,10910.26,39825.47
ATL,HOU,535,2859.51,11097.63
OGG,SAT,571,2872.86,10971.4
AUS,ATL,570,2952.04,11181.96
ROC,TPA,3001,14956.03,57871.44
ROC,ANC,3413,18273.93,79229.21
MDW,IAD,370,1963.46,7342.71
SAN,AUS,1962,9213.56,33963.97
MCO,IAH,3047,16225.01,70598.53
GRR,TPA,1847,10122.81,42272.44
SAN,MHT,977,4889.41,19285.12
OAK,ROC,2737,12523.86,49865.01
PIT,MSP,1384,7250.34,30443.61
SDF,IND,1215,5909.75,21565.38
SDF,LIH,1158,6363.75,26448.93
TUL,HOU,2624,12484.62,45106.09
IND,MCO,434,2049.17,7421.13
HOU,DTW,2112,10027.19,41820.63
GRR,BDL,1530,7418.25,31466.02
ELP,RDU,531,2439.26,10044.16
SDF,BUF,2644,12581.83,53460.35
DAL,MSP,2728,14939.72,56047.17
BOS,SNA,1717,8934.96,32685.26
BNA,SEA,3312,15002.15,54597.45
HNL,TUS,1017,5241.87,19407.85
RDU,RSW,2700,14331.58,53956.94
BWI,HNL,3260,17413.47,69899.84
SYR,PSP,942,5180.93,18820.31
ATL,PSP,2982,15524.03,63584.91
GRR,MDW,3417,18400.85,67497.48
RIC,PSP,1895,8773.66,33000.91
MIA,PHX,1240,5871.83,24978.35
ONT,RDU,1966,10221.67,38761.07
SEA,HOU,1905,9547.55,34591.59
ABQ,OMA,593,2669.49,10519.83
TUL,HOU,1838,9266.49,36141.09
IAD,BOI,774,3552.21,14634.86
PHX,OKC,2375,11582.03,42783.15
GSO,IND,536,2930.45,10613.77
SNA,DAL,1583,7993.83,30274.09
BUR,SEA,2233,12062.4,47460.5
JAX,BDL,757,3848.01,15074.11
SAT,AUS,3378,16780.08,73385.93
BUF,BNA,1105,5249.4,19214.73
MKE,LIH,3176,15025.37,58808.17
SAT,DAL,2907,15583.1,56239.02
STL,BUF,688,3129.59,11864.99
CLE,RNO,403,2055.51,8232.13
FLL,SAN,1419,7414.03,31642.27
AUS,ROC,832,4101.4,17286.24
SFO,CLT,1738,8722.05,36055.57
ELP,ABQ,2735,14406.92,57342.16
DCA,SJC,3207,16864.39,73533.64
ORF,CLE,2405,11393.16,49147.9
SAT,SNA,2212,10358.37,38134.38
DTW,LIH,1214,5940.32,25444.04
CLE,MHT,497,2365.6,8768.71
DAL,CHS,3434,16209.19,59925.79
FLL,EWR,3353,15137.73,55361.18
BUF,SFO,1957,9585.88,34514.69
DCA,OKC,2316,12440.66,49018.98
RSW,SDF,1110,5039.43,21456.95
IAD,CLT,3025,15864.51,68062.04
GSO,SYR,2890,14777.39,60622.39
IAH,ABQ,507,2567.24,9655.05
HOU,LAS,534,2678.34,10482.77
BDL,SDF,2035,10769.1,42477.47
LGA,MSP,696,3513.99,13494.68
SFO,DAL,2566,12596.13,53338.65
DFW,ROC,2874,13108.85,48158.93
MDW,OAK,331,1585.49,6865.25
GRR,DFW,1662,8810.44,33323.1
ALB,MSP,1735,9222.9,38287.96
SFO,CVG,2883,13270.14,52629.19
LIH,SAN,1074,4989.0,21499.47
RSW,BNA,1797,8873.59,37325.32
MSP,OAK,2253,12021.17,47511.55
CLE,SEA,3282,15584.69,67956.09
MSY,HNL,2340,12245.61,51074.2
PIT,LGA,1734,8591.49,33366.41
HOU,CVG,3452,17876.5,65577.88
PHL,LAX,1052,4888.67,18204.81
PHX,PVD,552,2991.77,11901.98
BUR,TUS,1192,6286.21,27430.54
SDF,ELP,754,3687.54,15120.27
PVD,JFK,2815,14700.44,62523.2
ROC,PVD,2712,13779.77,50663.62
DSM,JFK,1515,7459.95,28538.96
MSP,DSM,2089,9796.2,35494.28
RNO,LAX,1073,5837.33,24731.14
PSP,CLT,630,3020.96,11688.19
TUS,EWR,2165,10658.37,43648.58
FLL,LAX,2786,13844.26,58632.4
PHL,IND,1832,8568.07,31309.75
LAS,TUL,1191,5644.53,21488.21
SFO,IAD,2214,11525.59,47642.97
FLL,SAT,3458,17055.09,63900.63
OAK,PHX,414,2149.54,8146.17
CLT,RDU,840,4478.86,19384.02
PHX,MIA,1116,5170.29,19232.56
ONT,BWI,1478,7030.85,27885.09
GSO,BUR,457,2287.62,9702.07
RDU,PVD,3049,15116.04,58784.11
BUF,PDX,3330,16855.42,73037.68
GRR,PDX,1674,7820.32,28843.69
RDU,OMA,1172,5865.3,23769.81
IAH,OKC,426,1943.75,8331.32
SDF,OAK,1731,8017.99,34734.4
ORD,SDF,2229,12095.96,44250.3
IAH,MCO,2855,14942.0,58684.88
SFO,IAD,646,3334.14,13096.17
CLT,OAK,2494,12466.33,50496.31
MSP,SJU,1765,8463.98,31886.2
PBI,PIT,1803,8638.25,36839.08
SNA,RSW,1584,8054.64,35270.18
MKE,ONT,1157,6005.27,24467.76
JFK,TPA,975,5256.51,20775.87
DEN,ALB,1443,7780.06,30192.49
SFO,PHL,1868,9748.02,42495.06
DCA,HOU,3340,17126.65,63407.72
BOI,ORD,2018,10857.12,40361.55
SLC,RIC,724,3383.58,12915.63
JAX,ONT,637,3235.92,13042.96
TUL,ABQ,1455,6802.44,29809.64
FLL,HOU,2679,13717.37,58261.5
RNO,TPA,796,3634.16,13094.84
HOU,LGA,2163,11331.82,44085.39
GSO,DSM,2717,14666.08,60413.77
MSP,ABQ,624,2813.24,11846.8
BOI,DSM,2764,14723.05,56308.83
MIA,BNA,3321,17093.11,62406.87
TUS,MSP,874,3973.76,15617.03
LAX,SFO,2343,12516.47,48407.18
CVG,SAN,1760,9141.12,33410.58
MSP,HOU,718,3697.11,14940.31
SJC,CHS,1450,6634.17,24107.21
LGA,DAL,1430,6587.57,27679.26
SAT,RNO,2288,11129.5,43625.35
LAX,BDL,3014,16210.47,58969.11
SJC,CLE,2793,12578.55,46043.7
BDL,DFW,3043,14673.26,55515.08
OKC,CHS,928,4850.25,17959.86
SJU,STL,2968,15342.4,61617.24
GSO,OGG,1512,8052.11,31848.16
BUF,DEN,2491,11762.62,48320.74
BUR,OKC,2387,12631.4,54949.53
PVD,MSP,1805,9398.12,41131.91
JFK,MIA,1923,10003.11,39144.76
IND,RSW,1449,7316.04,28222.28
ANC,HNL,351,1732.71,6799.74
ANC,IAH,1719,8190.32,30039.35
ORD,PSP,3358,16874.32,72531.14
BUR,GRR,859,4097.82,17242.81
TPA,SDF,3494,18020.57,66506.23
IAD,MCI,1003,5351.04,20824.27
PHL,MSP,654,2993.14,12581.9
SAT,SDF,1057,4860.75,20232.05
RNO,ATL,2044,10144.83,40738.26
IND,HNL,321,1500.36,5995.56
SAN,GRR,2234,10832.3,47537.47
FLL,SYR,3122,16114.19,59621.36
LIH,SMF,2317,10536.17,45575.91
DTW,CHS,2707,14786.73,60409.31
